redemption_id,resident_id,redeemed_date,merchant,merchant_category,voucher_value_sgd,healthpoints_spent
EV002048,RESIDENT_01184,2026-04-20,Kopitiam,Food & Beverage,5,500
EV000649,RESIDENT_00382,2026-06-06,Guardian,Health & Beauty,5,500
EV001045,RESIDENT_00619,2026-06-19,Cold Storage,Groceries,2,200
EV000244,RESIDENT_00144,2026-04-18,Sheng Siong,Groceries,5,500
EV002527,RESIDENT_01474,2026-04-22,NTUC FairPrice,Groceries,5,500
EV000170,RESIDENT_00097,2026-04-13,NTUC FairPrice,Groceries,15,1500
EV000264,RESIDENT_00151,2026-04-13,Cold Storage,Groceries,15,1500
EV001177,RESIDENT_00695,2026-06-22,Cold Storage,Groceries,10,1000
EV000379,RESIDENT_00227,2026-04-20,Guardian,Health & Beauty,5,500
EV001066,RESIDENT_00631,2026-05-27,Cold Storage,Groceries,2,200
EV000064,RESIDENT_00031,2026-05-04,NTUC FairPrice,Groceries,5,500
EV001541,RESIDENT_00890,2026-04-19,Kopitiam,Food & Beverage,15,1500
EV001597,RESIDENT_00925,2026-04-27,Kopitiam,Food & Beverage,2,200
EV002018,RESIDENT_01164,2026-05-16,Cold Storage,Groceries,15,1500
EV000473,RESIDENT_00279,2026-04-08,Cold Storage,Groceries,15,1500
EV000583,RESIDENT_00344,2026-06-20,Cold Storage,Groceries,2,200
EV001944,RESIDENT_01127,2026-04-27,Watsons,Health & Beauty,5,500
EV001116,RESIDENT_00662,2026-04-26,Sheng Siong,Groceries,10,1000
EV000304,RESIDENT_00176,2026-05-23,Cold Storage,Groceries,5,500
EV001809,RESIDENT_01043,2026-04-25,Cold Storage,Groceries,10,1000
EV001377,RESIDENT_00803,2026-05-07,Guardian,Health & Beauty,5,500
EV001952,RESIDENT_01133,2026-05-06,Cold Storage,Groceries,10,1000
EV001585,RESIDENT_00916,2026-06-30,Watsons,Health & Beauty,5,500
EV001304,RESIDENT_00768,2026-04-04,NTUC FairPrice,Groceries,10,1000
EV000674,RESIDENT_00398,2026-04-21,Guardian,Health & Beauty,5,500
EV001275,RESIDENT_00753,2026-06-04,Watsons,Health & Beauty,15,1500
EV001271,RESIDENT_00750,2026-04-05,Guardian,Health & Beauty,5,500
EV000964,RESIDENT_00573,2026-04-07,Guardian,Health & Beauty,5,500
EV000321,RESIDENT_00188,2026-06-30,Cold Storage,Groceries,10,1000
EV001450,RESIDENT_00839,2026-05-21,Cold Storage,Groceries,15,1500
EV002049,RESIDENT_01186,2026-05-28,Cold Storage,Groceries,5,500
EV002227,RESIDENT_01284,2026-05-01,Sheng Siong,Groceries,2,200
EV000735,RESIDENT_00434,2026-06-17,NTUC FairPrice,Groceries,10,1000
EV000952,RESIDENT_00566,2026-05-12,Watsons,Health & Beauty,5,500
EV002057,RESIDENT_01190,2026-04-28,NTUC FairPrice,Groceries,10,1000
EV001645,RESIDENT_00943,2026-06-29,NTUC FairPrice,Groceries,15,1500
EV001212,RESIDENT_00712,2026-05-27,Sheng Siong,Groceries,10,1000
EV002274,RESIDENT_01308,2026-05-18,Watsons,Health & Beauty,2,200
EV001920,RESIDENT_01112,2026-06-12,Decathlon,Sports,15,1500
EV000302,RESIDENT_00175,2026-05-11,Sheng Siong,Groceries,10,1000
EV000195,RESIDENT_00109,2026-06-18,Watsons,Health & Beauty,15,1500
EV001620,RESIDENT_00935,2026-06-22,Guardian,Health & Beauty,5,500
EV000477,RESIDENT_00280,2026-06-14,Decathlon,Sports,15,1500
EV000410,RESIDENT_00240,2026-06-27,Guardian,Health & Beauty,2,200
EV000622,RESIDENT_00367,2026-06-21,Guardian,Health & Beauty,15,1500
EV002028,RESIDENT_01169,2026-06-06,Cold Storage,Groceries,2,200
EV002171,RESIDENT_01257,2026-06-25,Guardian,Health & Beauty,5,500
EV001174,RESIDENT_00694,2026-04-28,Kopitiam,Food & Beverage,5,500
EV000072,RESIDENT_00039,2026-05-02,Decathlon,Sports,2,200
EV002516,RESIDENT_01466,2026-05-26,Decathlon,Sports,10,1000
EV000706,RESIDENT_00416,2026-04-17,NTUC FairPrice,Groceries,2,200
EV002188,RESIDENT_01263,2026-06-24,Kopitiam,Food & Beverage,2,200
EV000575,RESIDENT_00338,2026-06-07,Watsons,Health & Beauty,5,500
EV000802,RESIDENT_00466,2026-04-02,Cold Storage,Groceries,10,1000
EV000077,RESIDENT_00044,2026-05-03,Watsons,Health & Beauty,5,500
EV002009,RESIDENT_01158,2026-06-23,Cold Storage,Groceries,10,1000
EV000270,RESIDENT_00154,2026-04-03,Watsons,Health & Beauty,10,1000
EV001660,RESIDENT_00951,2026-05-21,Kopitiam,Food & Beverage,5,500
EV001846,RESIDENT_01058,2026-04-30,Decathlon,Sports,10,1000
EV001291,RESIDENT_00758,2026-06-04,Kopitiam,Food & Beverage,5,500
EV002334,RESIDENT_01342,2026-04-16,Watsons,Health & Beauty,15,1500
EV001800,RESIDENT_01035,2026-06-28,Guardian,Health & Beauty,5,500
EV001475,RESIDENT_00857,2026-06-16,NTUC FairPrice,Groceries,10,1000
EV002313,RESIDENT_01331,2026-05-31,Watsons,Health & Beauty,5,500
EV001889,RESIDENT_01092,2026-06-17,Kopitiam,Food & Beverage,10,1000
EV000324,RESIDENT_00189,2026-06-10,Cold Storage,Groceries,10,1000
EV002006,RESIDENT_01158,2026-05-09,Kopitiam,Food & Beverage,15,1500
EV001720,RESIDENT_00982,2026-04-19,NTUC FairPrice,Groceries,5,500
EV001866,RESIDENT_01077,2026-04-17,Kopitiam,Food & Beverage,15,1500
EV002365,RESIDENT_01366,2026-05-10,Cold Storage,Groceries,5,500
EV000948,RESIDENT_00561,2026-06-02,Decathlon,Sports,10,1000
EV001723,RESIDENT_00983,2026-06-09,NTUC FairPrice,Groceries,5,500
EV002095,RESIDENT_01211,2026-04-09,Guardian,Health & Beauty,10,1000
EV001252,RESIDENT_00739,2026-06-25,NTUC FairPrice,Groceries,10,1000
EV000916,RESIDENT_00542,2026-04-27,Decathlon,Sports,10,1000
EV001284,RESIDENT_00755,2026-06-29,Decathlon,Sports,5,500
EV001455,RESIDENT_00844,2026-05-22,Sheng Siong,Groceries,5,500
EV000846,RESIDENT_00499,2026-06-29,Guardian,Health & Beauty,10,1000
EV000937,RESIDENT_00552,2026-06-24,Guardian,Health & Beauty,5,500
EV001411,RESIDENT_00822,2026-04-15,NTUC FairPrice,Groceries,5,500
EV001079,RESIDENT_00639,2026-04-17,Cold Storage,Groceries,5,500
EV001607,RESIDENT_00928,2026-05-13,Guardian,Health & Beauty,15,1500
EV001150,RESIDENT_00682,2026-04-17,Decathlon,Sports,5,500
EV001458,RESIDENT_00847,2026-05-26,Guardian,Health & Beauty,15,1500
EV001911,RESIDENT_01109,2026-04-12,NTUC FairPrice,Groceries,2,200
EV001385,RESIDENT_00806,2026-05-09,Guardian,Health & Beauty,5,500
EV000480,RESIDENT_00281,2026-05-26,Sheng Siong,Groceries,5,500
EV000982,RESIDENT_00579,2026-06-07,Kopitiam,Food & Beverage,10,1000
EV001505,RESIDENT_00874,2026-05-26,Watsons,Health & Beauty,10,1000
EV000604,RESIDENT_00358,2026-06-12,Watsons,Health & Beauty,15,1500
EV000226,RESIDENT_00133,2026-04-27,Kopitiam,Food & Beverage,10,1000
EV000070,RESIDENT_00039,2026-05-26,NTUC FairPrice,Groceries,5,500
EV000979,RESIDENT_00579,2026-04-04,Cold Storage,Groceries,10,1000
EV000648,RESIDENT_00382,2026-05-19,NTUC FairPrice,Groceries,2,200
EV000149,RESIDENT_00087,2026-04-28,Guardian,Health & Beauty,15,1500
EV002136,RESIDENT_01237,2026-06-09,Watsons,Health & Beauty,2,200
EV000048,RESIDENT_00023,2026-05-16,Kopitiam,Food & Beverage,15,1500
EV000856,RESIDENT_00504,2026-04-08,Guardian,Health & Beauty,10,1000
